,Id,EssaySet,Score1,Score2,EssayText,split
250,14294,6,0,0,"Cells move across the membrane with the use of osmosis, diffusion, and homostasis. Osmosis is when the cell determines what is, and is not, allowed to cross the cell membrane. Homostasis is when the cell is both equally stable on the inside and outside of the cell. Diffusion is when molecules are entering and leaving the cell.",train
251,14448,6,0,0,"The process used by cells to control movement of substances across the cell membrane, helps move wastes through the membrane and helps move water and oxygen to help the cell survive.",train
252,14551,6,0,0,One processe is called cell divison,test
253,15226,6,1,1,1. Osmosis: the differation of water across a membrane.2. Active Permeability: the ability of a membrane to control what flows in and out via special organelles. This is done with carrier proteins that carry the materials 'against the grain'.3. Free-flow permeability: Permeability in which the materials naturally flow into or out of without the help of carrier proteins.,test
254,15496,6,0,0,Osmosis- controls amount of water in the cell.,train
255,15522,6,0,0,The cell membrane controls what enters and exits the cell. The RNA and proteins help control the movement of substances across the cell membrane.,train
256,14847,6,0,0,The nuclear envelope which controls what goes through the cell.The cell membrane controls what leaves the cell.The vacuole which stores food and water for the cell.,train
257,14081,6,0,0,Diffusion of a substance with in a cell.,test
258,14063,6,0,0,cytoplasm-jello like solution that is there for them cell to swim through.flagella-has a tail that helps move them throughout the membrane.cilia-moves cell.,train
259,14802,6,0,0,mitochondria nucleus controls where evrything is goingcytoplasm hold thing in their placemembrane moves things in out of thecell,train
260,15217,6,1,1,"On the cell membrane there are little holes that are selectivley premable, which allows only certian things to cross and not cross into the cell.",train
261,14703,6,0,0,First it enters from the contractile vacoule and moves across the cell through the cytoplasm.  It enters out of the cytoplasm into the endoplasmic reticulum to remove waste.,train
262,15288,6,2,2,"Nuclear Membrane- always allows CO2 and oxygen to enter and exit, but does not allow solid objects through that do not fit through the protein channel.Passive Transport- water travels from greater to lesser with no energy being used (Osmosis)Active Transport- water travels from lesser to greater by the use of the cell's enegy",train
263,14754,6,0,0,NUCLEUS WHICH GIVES INFORMATION.,test
264,14118,6,0,0,InterphaseProphaseTelophase,train
265,14272,6,1,1,"Osmosis is when water passes through a barrier, which is selectively permeable in the case of a cell. Diffusion is when the cell tries to reach equilibrium by choosing what enters the cell. Homeostasis is when an organism is in equilibrium with the environment.",train
266,14351,6,0,0,ProphaseMetaphaseAnaphase,test
267,15064,6,1,0,Osmosis allows water to move freely around inside and outside the membrane of the cell.  Diffusion allows wastes to exit the ceels throught selected pores in its membrane.  The lipids and proteins aloow any nutrient to go through the surface of the cell.,train
268,15419,6,0,0,-Against the flow movement that takes physical energy to move the substances-With the flow this requires no energy to to move across the surface-,train
269,14531,6,0,0,"it helps the cells move, it also helps take out bad baccterrai",train
270,14462,6,0,0,the cells nucules controlls the whole cell and every thing in it.,train
271,15398,6,0,0,"Three processes used by cells to control the movement of substances across the cell membrane are, mRNA, tRNA, and RNA",test
272,13978,6,0,0,PHILANGES AND TINY HAIRLIKE STRUCTURES ON THE OUTSIDE OF A CELL THAT HELP THE CELL GATHER FOOD AND SOMETIMES EVEN MOVE. IONIC CHANNELS ONLY LET IN CERTIAN AMOUNTS OF CERTAIN SUBSTANCES THIS CONTROLS THE AMOUNT OF PROTIENS GETTING INTO THE CELL. THE PARTS OF A CELL ARE HELD TOGETHER BY THE CYTOPLASM AND MEMBRANE. THIS DOES NOT ALLOW FOR FOREIGN THINGS TO BE ABLE TO PENETRATE THE CELL.,train
273,15434,6,0,0,"The cells verifies the substances first. Second, it opnes the wall to the accepted substance. Once the substance is through, it closes the whole and waits for another substance to come by.",train
274,13967,6,0,0,cellular wall,test
275,14320,6,0,0,The cell membrane uses everything in the cell to control what moves threw out the cell.,train
276,14319,6,0,0,"with their body's, through blood, and organs",train
277,15353,6,0,0,"The three processes are Prophase, Metaphase, and Anaphase.",train
278,15359,6,0,0,"Sugar cells, Tubicles, and charbohydrates",test
279,14492,6,0,0,they controll the movement if substance across the cell membrane by helping to figure out what goes in and what comes out..,train
280,15243,6,1,1,1. OSMOSIS- THE MOVEMENT OF WATER IN AND OUT OF CELLS2. DIFUSSION- THE MOVEMENT OF PARTICLES ON AND OUT OF CELLS3. THOUGH PROTEINS,train
281,14341,6,0,0,the cells in the plasma are controlled by the current within the cell. then the nucleus opens and lets cell through.,train
282,14749,6,0,0,the cell membrane is permeable and allows substances to enter and leave the cell.,train
283,14082,6,0,0,Passive TransportActive TransoprtDiffusion,train
284,15248,6,0,0,one is there protein that helps it movetwo is all the cells inside of itthree is all the things inside it,train
285,14255,6,0,0,transport of substances across the cell membrane diffusionwhich is the process of moving matter and materials from one end to the other.,train
286,14065,6,0,0,"it can be moved by mrna,trna,and cells",train
287,15326,6,0,0,DNA  MRNA  TRNA,test
288,15302,6,0,0,Cell membrane controls what enters and leaves the cell. Its like a security guard in the white house. The nucleus reads the information and decides if it should leave or enter the cell. The cell wall protects what enters and leaves the cell also.,train
289,15472,6,2,2,The first process is possessing a passive transport. This allows certain substances to pass through the membrane without using energy and others are stopped. The second process is osmosis. This is the transfer of water through the cell membrane. The Third process is facilitated diffusion in which energy is used to move molecules across the membrane.,test
290,14889,6,1,0,Cells use diffusion to let substances permiate its membrane.Cells use facilitaded diffusion or use energy to help the substance pass through its membrane.Cells use passive diffusion or dont use energy to help the substance pass through its membrane.,train
291,15221,6,0,0,OSMOSSES' DIFUSSION AND THE MEMBRAINE,train
292,14798,6,0,0,food digestion,train
293,14999,6,0,0,"Flagella can move a protist around, mitochondria moves throughout the membrane, and the lysosomes hold in food for energy, then, when needed, the food is let out.",train
294,15078,6,0,0,"One process is when the ribosomes transport the genetic code across the ER, which can be smooth or rough.",train
295,15607,6,2,2,One movement process is called osmosis.  This process is when water is transported across the cell membrane.  Another process is called facilitated diffusion.  That is when the channel proteins control what go in and out of a cell. The third process is called diffusion.  This is when particles can go in and out of a cell membrane.,test
